icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,23699,6591,3266,2695
,All,-2,23784,5488,1494,967
,All,-1,24635,5236,821,219
,All,0,12380,923,509,88
PANC,Anchorage International,-3,114,114,20,20
PANC,Anchorage International,-2,70,70,13,13
PANC,Anchorage International,-1,64,64,15,15
PANC,Anchorage International,0,13,13,8,8
KATL,Hartsfield-Jackson Atlanta International,-3,544,544,94,94
KATL,Hartsfield-Jackson Atlanta International,-2,305,305,21,21
KATL,Hartsfield-Jackson Atlanta International,-1,377,377,12,12
KATL,Hartsfield-Jackson Atlanta International,0,35,35,4,4
KBOS,Boston Logan International,-3,405,405,221,221
KBOS,Boston Logan International,-2,236,236,40,40
KBOS,Boston Logan International,-1,204,204,9,9
KBOS,Boston Logan International,0,35,35,5,5
KBWI,Baltimore-Washington International Marshall,-3,115,115,13,13
KBWI,Baltimore-Washington International Marshall,-2,83,83,4,4
KBWI,Baltimore-Washington International Marshall,-1,70,70,0,0
KBWI,Baltimore-Washington International Marshall,0,11,11,0,0
KCLT,Charlotte Douglas International,-3,379,379,396,396
KCLT,Charlotte Douglas International,-2,330,330,138,138
KCLT,Charlotte Douglas International,-1,255,255,6,6
KCLT,Charlotte Douglas International,0,33,33,2,2
KCVG,Cincinnati/Northern Kentucky International,-3,82,82,37,37
KCVG,Cincinnati/Northern Kentucky International,-2,68,68,14,14
KCVG,Cincinnati/Northern Kentucky International,-1,57,57,5,5
KCVG,Cincinnati/Northern Kentucky International,0,5,5,0,0
KDAL,Dallas Love Field,-3,159,159,3,3
KDAL,Dallas Love Field,-2,60,60,1,1
KDAL,Dallas Love Field,-1,82,82,2,2
KDAL,Dallas Love Field,0,12,12,0,0
KDCA,Reagan National,-3,339,339,344,344
KDCA,Reagan National,-2,397,397,158,158
KDCA,Reagan National,-1,535,535,45,45
KDCA,Reagan National,0,44,44,2,2
KDEN,Denver International,-3,214,214,30,30
KDEN,Denver International,-2,188,188,12,12
KDEN,Denver International,-1,187,187,1,1
KDEN,Denver International,0,36,36,0,0
KDFW,Dallas-Fort Worth International,-3,631,631,644,644
KDFW,Dallas-Fort Worth International,-2,756,756,240,240
KDFW,Dallas-Fort Worth International,-1,521,521,10,10
KDFW,Dallas-Fort Worth International,0,57,57,3,3
KDTW,Detroit Metropolitan Wayne County,-3,349,349,83,83
KDTW,Detroit Metropolitan Wayne County,-2,319,319,25,25
KDTW,Detroit Metropolitan Wayne County,-1,177,177,15,15
KDTW,Detroit Metropolitan Wayne County,0,34,34,4,4
KEWR,Newark Liberty International,-3,280,280,86,86
KEWR,Newark Liberty International,-2,197,197,29,29
KEWR,Newark Liberty International,-1,207,207,12,12
KEWR,Newark Liberty International,0,26,26,5,5
KFLL,Fort Lauderdale-Hollywood International,-3,180,180,41,41
KFLL,Fort Lauderdale-Hollywood International,-2,152,152,11,11
KFLL,Fort Lauderdale-Hollywood International,-1,211,211,2,2
KFLL,Fort Lauderdale-Hollywood International,0,41,41,0,0
PHNL,Honolulu International,-3,68,68,6,6
PHNL,Honolulu International,-2,71,71,4,4
PHNL,Honolulu International,-1,119,119,9,9
PHNL,Honolulu International,0,21,21,3,3
KHOU,Houston Hobby,-3,59,59,3,3
KHOU,Houston Hobby,-2,32,32,1,1
KHOU,Houston Hobby,-1,39,39,2,2
KHOU,Houston Hobby,0,5,5,0,0
KIAD,Washington Dulles International,-3,239,239,31,31
KIAD,Washington Dulles International,-2,151,151,11,11
KIAD,Washington Dulles International,-1,120,120,3,3
KIAD,Washington Dulles International,0,22,22,5,5
KIAH,George Bush Houston Intercontinental,-3,214,214,29,29
KIAH,George Bush Houston Intercontinental,-2,141,141,15,15
KIAH,George Bush Houston Intercontinental,-1,148,148,7,7
KIAH,George Bush Houston Intercontinental,0,16,16,1,1
KIND,Indianapolis International,-3,117,117,48,48
KIND,Indianapolis International,-2,75,75,8,8
KIND,Indianapolis International,-1,57,57,2,2
KIND,Indianapolis International,0,8,8,0,0
KJFK,John F. Kennedy International,-3,416,416,175,175
KJFK,John F. Kennedy International,-2,256,256,41,41
KJFK,John F. Kennedy International,-1,230,230,6,6
KJFK,John F. Kennedy International,0,38,38,2,2
KLAS,Las Vegas Reid International,-3,164,164,33,33
KLAS,Las Vegas Reid International,-2,160,160,10,10
KLAS,Las Vegas Reid International,-1,142,142,1,1
KLAS,Las Vegas Reid International,0,22,22,1,1
KLAX,Los Angeles International,-3,225,225,56,56
KLAX,Los Angeles International,-2,206,206,11,11
KLAX,Los Angeles International,-1,183,183,3,3
KLAX,Los Angeles International,0,44,44,3,3
KLGA,LaGuardia Airport,-3,439,439,267,267
KLGA,LaGuardia Airport,-2,224,224,77,77
KLGA,LaGuardia Airport,-1,316,316,15,15
KLGA,LaGuardia Airport,0,31,31,8,8
KMCO,Orlando International,-3,267,267,78,78
KMCO,Orlando International,-2,248,248,21,21
KMCO,Orlando International,-1,219,219,6,6
KMCO,Orlando International,0,37,37,3,3
KMDW,Chicago Midway,-3,83,83,5,5
KMDW,Chicago Midway,-2,53,53,0,0
KMDW,Chicago Midway,-1,39,39,0,0
KMDW,Chicago Midway,0,7,7,0,0
KMEM,Memphis International,-3,46,46,26,26
KMEM,Memphis International,-2,33,33,12,12
KMEM,Memphis International,-1,28,28,1,1
KMEM,Memphis International,0,1,1,0,0
KMIA,Miami International,-3,344,344,264,264
KMIA,Miami International,-2,434,434,94,94
KMIA,Miami International,-1,277,277,10,10
KMIA,Miami International,0,61,61,4,4
KMSP,Minneapolis/St. Paul International,-3,160,160,43,43
KMSP,Minneapolis/St. Paul International,-2,110,110,11,11
KMSP,Minneapolis/St. Paul International,-1,123,123,5,5
KMSP,Minneapolis/St. Paul International,0,19,19,2,2
KOAK,Oakland International,-3,19,19,0,0
KOAK,Oakland International,-2,22,22,0,0
KOAK,Oakland International,-1,22,22,0,0
KOAK,Oakland International,0,2,2,0,0
KONT,Ontario International,-3,16,16,6,6
KONT,Ontario International,-2,26,26,3,3
KONT,Ontario International,-1,25,25,2,2
KONT,Ontario International,0,5,5,0,0
KORD,Chicago O'Hare International,-3,587,587,151,151
KORD,Chicago O'Hare International,-2,485,485,49,49
KORD,Chicago O'Hare International,-1,417,417,7,7
KORD,Chicago O'Hare International,0,76,76,10,10
KPDX,Portland International,-3,45,45,11,11
KPDX,Portland International,-2,55,55,4,4
KPDX,Portland International,-1,52,52,2,2
KPDX,Portland International,0,8,8,0,0
KPHL,Philadelphia International,-3,255,255,156,156
KPHL,Philadelphia International,-2,197,197,69,69
KPHL,Philadelphia International,-1,217,217,16,16
KPHL,Philadelphia International,0,37,37,1,1
KPHX,Phoenix Sky Harbor International,-3,271,271,128,128
KPHX,Phoenix Sky Harbor International,-2,255,255,58,58
KPHX,Phoenix Sky Harbor International,-1,210,210,2,2
KPHX,Phoenix Sky Harbor International,0,33,33,0,0
KSAN,San Diego International,-3,89,89,26,26
KSAN,San Diego International,-2,86,86,6,6
KSAN,San Diego International,-1,72,72,0,0
KSAN,San Diego International,0,11,11,0,0
KSDF,Louisville International,-3,46,46,16,16
KSDF,Louisville International,-2,29,29,4,4
KSDF,Louisville International,-1,40,40,2,2
KSDF,Louisville International,0,1,1,0,0
KSEA,Seattle-Tacoma International,-3,146,146,27,27
KSEA,Seattle-Tacoma International,-2,133,133,19,19
KSEA,Seattle-Tacoma International,-1,149,149,3,3
KSEA,Seattle-Tacoma International,0,44,44,3,3
KSFO,San Francisco International,-3,108,108,37,37
KSFO,San Francisco International,-2,108,108,21,21
KSFO,San Francisco International,-1,104,104,4,4
KSFO,San Francisco International,0,30,30,2,2
KSLC,Salt Lake City International,-3,91,91,21,21
KSLC,Salt Lake City International,-2,111,111,8,8
KSLC,Salt Lake City International,-1,146,146,2,2
KSLC,Salt Lake City International,0,14,14,0,0
KTEB,Teterboro,-3,0,0,0,0
KTEB,Teterboro,-2,0,0,0,0
KTEB,Teterboro,-1,0,0,0,0
KTEB,Teterboro,0,0,0,0,0
KTPA,Tampa International,-3,111,111,47,47
KTPA,Tampa International,-2,107,107,20,20
KTPA,Tampa International,-1,112,112,3,3
KTPA,Tampa International,0,23,23,0,0
