icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,23391,7016,697,110
,All,-2,26317,7409,601,92
,All,-1,28971,7854,1073,393
,All,0,14862,2760,450,143
PANC,Anchorage International,-3,94,94,4,4
PANC,Anchorage International,-2,126,126,8,8
PANC,Anchorage International,-1,113,113,7,7
PANC,Anchorage International,0,35,35,4,4
KATL,Hartsfield-Jackson Atlanta International,-3,401,401,2,2
KATL,Hartsfield-Jackson Atlanta International,-2,457,457,5,5
KATL,Hartsfield-Jackson Atlanta International,-1,644,644,40,40
KATL,Hartsfield-Jackson Atlanta International,0,154,154,12,12
KBOS,Boston Logan International,0,99,99,5,5
KBWI,Baltimore-Washington International Marshall,-3,119,119,0,0
KBWI,Baltimore-Washington International Marshall,-2,133,133,1,1
KBWI,Baltimore-Washington International Marshall,-1,261,261,1,1
KBWI,Baltimore-Washington International Marshall,0,51,51,0,0
KCLT,Charlotte Douglas International,-3,200,200,2,2
KCLT,Charlotte Douglas International,-2,288,288,2,2
KCLT,Charlotte Douglas International,-1,376,376,22,22
KCLT,Charlotte Douglas International,0,221,221,19,19
KCVG,Cincinnati/Northern Kentucky International,-3,80,80,0,0
KCVG,Cincinnati/Northern Kentucky International,-2,82,82,1,1
KCVG,Cincinnati/Northern Kentucky International,-1,76,76,7,7
KCVG,Cincinnati/Northern Kentucky International,0,18,18,0,0
KDAL,Dallas Love Field,-3,118,118,1,1
KDAL,Dallas Love Field,-2,123,123,0,0
KDAL,Dallas Love Field,-1,107,107,0,0
KDAL,Dallas Love Field,0,31,31,0,0
KDCA,Reagan National,-3,257,257,8,8
KDCA,Reagan National,-2,361,361,2,2
KDCA,Reagan National,-1,522,522,132,132
KDCA,Reagan National,0,109,109,25,25
KDEN,Denver International,-3,1121,1121,12,12
KDEN,Denver International,-2,405,405,2,2
KDEN,Denver International,-1,292,292,5,5
KDEN,Denver International,0,91,91,4,4
KDFW,Dallas-Fort Worth International,-3,510,510,3,3
KDFW,Dallas-Fort Worth International,-2,624,624,4,4
KDFW,Dallas-Fort Worth International,-1,467,467,16,16
KDFW,Dallas-Fort Worth International,0,368,368,9,9
KDTW,Detroit Metropolitan Wayne County,-3,304,304,1,1
KDTW,Detroit Metropolitan Wayne County,-2,267,267,1,1
KDTW,Detroit Metropolitan Wayne County,-1,422,422,88,88
KDTW,Detroit Metropolitan Wayne County,0,91,91,3,3
KEWR,Newark Liberty International,-3,207,207,4,4
KEWR,Newark Liberty International,-2,335,335,6,6
KEWR,Newark Liberty International,-1,296,296,6,6
KEWR,Newark Liberty International,0,116,116,1,1
KFLL,Fort Lauderdale-Hollywood International,-3,119,119,0,0
KFLL,Fort Lauderdale-Hollywood International,-2,189,189,0,0
KFLL,Fort Lauderdale-Hollywood International,-1,232,232,6,6
KFLL,Fort Lauderdale-Hollywood International,0,129,129,1,1
PHNL,Honolulu International,-3,96,96,1,1
PHNL,Honolulu International,-2,88,88,2,2
PHNL,Honolulu International,-1,68,68,1,1
PHNL,Honolulu International,0,33,33,3,3
KHOU,Houston Hobby,-3,83,83,1,1
KHOU,Houston Hobby,-2,87,87,0,0
KHOU,Houston Hobby,-1,67,67,0,0
KHOU,Houston Hobby,0,18,18,0,0
KIAD,Washington Dulles International,-3,139,139,0,0
KIAD,Washington Dulles International,-2,180,180,1,1
KIAD,Washington Dulles International,-1,349,349,7,7
KIAD,Washington Dulles International,0,84,84,8,8
KIAH,George Bush Houston Intercontinental,-3,305,305,4,4
KIAH,George Bush Houston Intercontinental,-2,436,436,4,4
KIAH,George Bush Houston Intercontinental,-1,221,221,3,3
KIAH,George Bush Houston Intercontinental,0,92,92,4,4
KIND,Indianapolis International,-3,65,65,1,1
KIND,Indianapolis International,-2,69,69,0,0
KIND,Indianapolis International,-1,88,88,5,5
KIND,Indianapolis International,0,24,24,0,0
KJFK,John F. Kennedy International,-3,209,209,2,2
KJFK,John F. Kennedy International,-2,338,338,11,11
KJFK,John F. Kennedy International,-1,293,293,13,13
KJFK,John F. Kennedy International,0,121,121,8,8
KLAS,Las Vegas Reid International,-3,168,168,0,0
KLAS,Las Vegas Reid International,-2,219,219,3,3
KLAS,Las Vegas Reid International,-1,226,226,2,2
KLAS,Las Vegas Reid International,0,63,63,2,2
KLAX,Los Angeles International,-3,283,283,4,4
KLAX,Los Angeles International,-2,242,242,6,6
KLAX,Los Angeles International,-1,270,270,11,11
KLAX,Los Angeles International,0,112,112,8,8
KLGA,LaGuardia Airport,-3,313,313,0,0
KLGA,LaGuardia Airport,-2,569,569,0,0
KLGA,LaGuardia Airport,-1,471,471,21,21
KLGA,LaGuardia Airport,0,103,103,7,7
KMCO,Orlando International,-3,172,172,0,0
KMCO,Orlando International,-2,272,272,5,5
KMCO,Orlando International,-1,310,310,7,7
KMCO,Orlando International,0,135,135,2,2
KMDW,Chicago Midway,-3,148,148,0,0
KMDW,Chicago Midway,-2,87,87,2,2
KMDW,Chicago Midway,-1,110,110,2,2
KMDW,Chicago Midway,0,21,21,0,0
KMEM,Memphis International,-3,51,51,0,0
KMEM,Memphis International,-2,44,44,2,2
KMEM,Memphis International,-1,54,54,6,6
KMEM,Memphis International,0,11,11,0,0
KMIA,Miami International,-3,179,179,0,0
KMIA,Miami International,-2,241,241,1,1
KMIA,Miami International,-1,255,255,4,4
KMIA,Miami International,0,126,126,4,4
KMSP,Minneapolis/St. Paul International,-3,205,205,1,1
KMSP,Minneapolis/St. Paul International,-2,253,253,1,1
KMSP,Minneapolis/St. Paul International,-1,394,394,10,10
KMSP,Minneapolis/St. Paul International,0,58,58,3,3
KOAK,Oakland International,-3,30,30,0,0
KOAK,Oakland International,-2,27,27,1,1
KOAK,Oakland International,-1,35,35,0,0
KOAK,Oakland International,0,9,9,0,0
KONT,Ontario International,-3,48,48,4,4
KONT,Ontario International,-2,37,37,0,0
KONT,Ontario International,-1,29,29,0,0
KONT,Ontario International,0,8,8,0,0
KORD,Chicago O'Hare International,-3,1326,1326,22,22
KORD,Chicago O'Hare International,-2,855,855,10,10
KORD,Chicago O'Hare International,-1,800,800,16,16
KORD,Chicago O'Hare International,0,268,268,8,8
KPDX,Portland International,-3,60,60,4,4
KPDX,Portland International,-2,135,135,1,1
KPDX,Portland International,-1,125,125,3,3
KPDX,Portland International,0,37,37,2,2
KPHL,Philadelphia International,-3,122,122,1,1
KPHL,Philadelphia International,-2,160,160,0,0
KPHL,Philadelphia International,-1,250,250,11,11
KPHL,Philadelphia International,0,171,171,0,0
KPHX,Phoenix Sky Harbor International,-3,337,337,3,3
KPHX,Phoenix Sky Harbor International,-2,285,285,3,3
KPHX,Phoenix Sky Harbor International,-1,281,281,7,7
KPHX,Phoenix Sky Harbor International,0,75,75,0,0
KSAN,San Diego International,-3,134,134,2,2
KSAN,San Diego International,-2,138,138,2,2
KSAN,San Diego International,-1,138,138,10,10
KSAN,San Diego International,0,44,44,3,3
KSDF,Louisville International,-3,45,45,3,3
KSDF,Louisville International,-2,51,51,0,0
KSDF,Louisville International,-1,56,56,3,3
KSDF,Louisville International,0,16,16,2,2
KSEA,Seattle-Tacoma International,-3,178,178,8,8
KSEA,Seattle-Tacoma International,-2,389,389,10,10
KSEA,Seattle-Tacoma International,-1,425,425,14,14
KSEA,Seattle-Tacoma International,0,107,107,7,7
KSFO,San Francisco International,-3,165,165,8,8
KSFO,San Francisco International,-2,146,146,0,0
KSFO,San Francisco International,-1,171,171,6,6
KSFO,San Francisco International,0,75,75,4,4
KSLC,Salt Lake City International,-3,120,120,2,2
KSLC,Salt Lake City International,-2,106,106,0,0
KSLC,Salt Lake City International,-1,162,162,1,1
KSLC,Salt Lake City International,0,27,27,2,2
KTEB,Teterboro,-3,0,0,0,0
KTEB,Teterboro,-2,0,0,0,0
KTEB,Teterboro,-1,0,0,0,0
KTEB,Teterboro,0,0,0,0,0
KTPA,Tampa International,-3,89,89,0,0
KTPA,Tampa International,-2,123,123,2,2
KTPA,Tampa International,-1,160,160,2,2
KTPA,Tampa International,0,46,46,2,2
